"charged_off","ContactsMade_Inbound","maxDue","current_rate","lti__c","final_risk_group__c","inquires_last_6_months__c","age","ach_recurring","ach_onetime","utm","pred"
"0",4,44,23.74,4,9,2,1,0,1,1,"0"
"1",0,-1,25.49,2,10,2,1,1,0,2,"0"
"1",0,60,19.24,4,6,1,0,1,0,2,"0"
"0",13,-1,17.74,4,6,0,1,0,1,2,NA
"1",0,60,26.49,3,6,0,1,1,0,2,"0"
"1",10,44,20.24,3,3,0,1,0,1,1,NA
"0",1,13,12.24,4,2,0,1,0,1,2,NA
"1",0,60,17.74,4,5,0,0,1,0,2,"0"
"1",0,-1,25.74,4,9,1,1,1,0,1,"0"
"0",2,44,25.24,4,10,2,1,1,0,2,"0"
"1",1,-1,14.74,4,5,0,1,1,0,1,NA
"0",14,13,25.49,3,10,2,1,0,1,2,NA
"0",2,-1,14.74,2,4,2,1,1,0,1,NA
"1",5,43,21.74,3,6,0,1,1,0,3,"0"
"0",11,13,9.24,2,1,2,1,0,1,3,NA
"0",2,-1,24.74,2,9,2,1,1,0,1,"0"
"1",7,43,25.74,4,10,2,1,0,1,2,"0"
"0",6,24,25.74,3,9,2,1,0,1,2,"0"
"0",1,13,24.24,3,10,2,1,0,1,1,"0"
"0",1,-1,14.74,2,2,1,1,0,1,2,NA
"1",5,-1,13.74,2,3,2,1,0,1,1,NA
"1",0,44,10.74,2,4,2,1,1,0,3,"0"
"1",5,-1,21.24,2,8,2,1,1,0,1,NA
"1",3,-1,24.24,1,10,2,1,1,0,1,NA
"0",3,-1,17.24,2,9,0,1,0,1,1,NA
"0",2,13,19.74,4,6,0,1,0,1,1,NA
"1",21,60,25.24,3,9,1,1,0,1,2,NA
"1",10,43,22.74,2,9,2,1,0,1,2,"0"
"0",1,13,11.24,3,4,2,1,1,0,1,"0"
"0",1,-1,12.74,2,2,0,0,1,0,2,NA
"0",2,13,13.74,1,6,0,1,0,1,1,NA
"0",2,13,18.24,4,6,0,1,0,1,2,NA
"0",2,-1,26.99,3,9,2,1,1,0,1,"0"
"1",1,13,11.24,4,2,1,1,1,0,1,"0"
"1",3,-1,24.24,3,8,0,1,1,0,1,NA
"1",1,-1,21.24,3,5,2,0,0,1,3,NA
"0",1,-1,13.74,3,6,1,1,1,0,1,NA
"0",1,-1,26.24,3,9,2,1,1,0,1,"0"
"0",0,-1,19.74,4,6,1,1,0,1,1,NA
"1",0,13,24.74,2,10,1,0,0,1,3,"0"
"0",8,-1,15.74,3,2,0,1,1,0,2,NA
"0",1,13,9.24,3,1,1,1,0,1,2,NA
"1",0,-1,23.74,1,6,0,1,1,0,2,NA
"1",11,44,4.99,1,3,1,1,0,1,2,NA
"0",1,-1,22.74,2,9,1,1,1,0,2,"0"
"1",2,13,17.24,4,5,0,1,1,0,3,"0"
"0",8,-1,25.74,3,10,2,0,0,1,1,NA
"0",0,-1,17.24,2,9,1,1,1,0,2,"0"
"0",2,-1,22.74,3,9,1,1,1,0,1,"0"
"1",0,-1,14.74,3,4,0,1,1,0,3,"0"
"0",2,-1,11.24,3,5,0,0,1,0,1,NA
"0",20,13,25.24,4,9,0,1,0,1,2,NA
"1",0,-1,23.24,3,8,2,1,1,0,1,"0"
"1",2,13,22.24,3,2,1,0,1,0,2,"0"
"1",4,13,25.24,4,10,1,1,0,1,1,NA
"1",0,-1,17.74,4,7,0,1,1,0,3,"0"
"1",2,-1,19.74,4,4,0,1,1,0,3,"0"
"1",0,-1,26.49,3,10,1,1,1,0,2,"0"
"0",4,13,24.24,3,8,2,1,0,1,2,NA
"0",2,-1,11.24,1,6,0,1,0,1,1,NA
"1",2,60,17.24,3,5,1,0,0,1,2,"0"
"0",1,-1,24.24,2,8,2,0,1,0,3,"0"
"0",8,-1,10.74,3,3,0,1,0,1,2,NA
"0",5,13,16.74,4,5,1,1,0,1,3,NA
"0",4,13,21.74,2,10,0,0,0,1,2,NA
"0",12,13,26.49,3,6,2,1,0,1,1,NA
"1",0,-1,10.74,3,3,0,1,1,0,1,NA
"0",6,-1,13.24,4,5,1,1,1,0,1,NA
"0",0,-1,18.74,3,6,0,1,1,0,2,"0"
"0",8,-1,24.24,1,10,0,1,0,1,2,NA
"0",0,-1,19.74,4,5,0,1,0,1,1,NA
"0",10,-1,13.74,3,6,2,1,1,0,2,NA
"1",2,-1,20.24,2,9,2,0,1,0,3,"0"
"0",1,-1,17.74,2,9,2,1,1,0,1,NA
"0",0,-1,21.74,3,10,1,1,1,0,3,"0"
"0",1,12,20.74,1,9,2,1,0,1,1,NA
"0",6,-1,9.24,3,1,0,1,0,1,1,NA
"1",1,13,24.74,3,9,2,1,0,1,2,"0"
"0",1,-1,19.74,1,10,2,1,1,0,2,"0"
"1",0,-1,10.74,2,2,2,1,0,1,1,NA
"0",1,-1,20.24,2,7,0,1,0,1,2,NA
"1",0,-1,26.49,3,10,2,1,1,0,3,"0"
"1",0,-1,18.24,2,6,1,1,1,0,1,NA
"0",3,-1,23.24,3,8,1,1,0,1,1,NA
"0",1,-1,4.99,2,3,1,1,1,0,1,NA
"0",2,-1,13.74,3,6,2,1,0,1,1,NA
"1",0,60,26.24,4,9,0,1,0,1,1,"0"
"1",0,-1,19.74,2,9,1,1,1,0,1,"0"
"0",13,-1,9.24,3,1,0,1,1,0,3,NA
"1",5,13,26.99,4,9,2,1,0,1,1,NA
"1",0,-1,26.99,3,10,2,1,1,0,2,"0"
"0",1,-1,21.74,3,10,2,0,0,1,3,"0"
"0",0,-1,23.74,3,9,2,1,1,0,3,"0"
"1",1,-1,11.24,4,3,0,0,1,0,1,NA
"1",18,-1,18.24,3,6,1,1,1,0,2,NA
"0",2,43,19.74,2,10,0,1,0,1,1,"0"
"1",1,13,25.24,2,9,0,1,1,0,1,"0"
"1",0,43,24.24,2,10,1,1,1,0,3,"0"
"1",3,13,19.74,4,7,0,1,1,0,1,"0"
"0",2,60,19.74,2,2,0,1,0,1,1,"0"
"1",1,-1,11.74,2,3,0,1,1,0,1,NA
"1",0,60,24.24,3,5,2,0,1,0,1,"0"
"1",18,60,23.74,2,6,0,0,0,1,1,NA
"1",1,-1,26.24,2,10,0,1,1,0,1,NA
"0",9,13,11.74,2,4,0,1,0,1,3,NA
"1",0,-1,13.24,1,5,2,1,1,0,1,NA
"1",0,-1,18.24,4,6,0,1,1,0,2,"0"
"1",1,60,24.24,4,8,2,1,1,0,1,"0"
"1",1,-1,18.24,3,3,2,1,1,0,1,NA
"0",1,13,24.74,1,9,2,1,0,1,2,"0"
"0",1,-1,18.74,3,6,0,1,1,0,2,"0"
"0",3,-1,26.99,3,5,1,1,1,0,1,NA
"1",1,44,19.24,3,6,2,1,1,0,1,"0"
"0",3,13,12.24,1,6,0,1,0,1,1,NA
"1",1,13,24.74,4,10,1,1,0,1,1,"0"
"1",1,-1,25.74,4,9,0,1,0,1,1,NA
"1",2,13,14.24,1,5,2,1,0,1,2,NA
"0",4,12,12.74,3,7,2,1,0,1,2,NA
"1",2,13,24.74,3,10,2,0,1,0,2,"0"
"1",6,-1,21.74,4,7,0,1,0,1,2,NA
"0",1,-1,23.24,4,9,1,1,1,0,3,"0"
"1",0,-1,10.74,3,3,0,1,0,1,2,NA
"1",1,13,20.74,4,6,1,1,1,0,1,"0"
"0",0,-1,12.74,1,3,2,1,1,0,1,NA
"0",9,-1,19.24,4,8,0,1,1,0,2,NA
"0",1,13,14.74,4,3,1,1,1,0,2,"0"
"0",1,13,21.74,1,6,1,1,0,1,1,NA
"1",0,13,26.74,3,9,0,0,0,1,1,"0"
"0",4,-1,24.24,3,4,1,1,1,0,1,NA
"1",1,13,16.24,1,5,1,1,1,0,1,"0"
"1",4,13,15.74,2,6,2,1,0,1,1,NA
"1",0,-1,25.24,4,10,2,1,1,0,1,"0"
"1",1,44,26.99,4,9,0,1,1,0,3,"0"
"0",1,-1,13.74,3,3,0,0,1,0,1,NA
"1",0,-1,16.74,1,2,2,1,0,1,2,NA
"1",0,-1,19.74,3,10,2,1,1,0,2,"0"
"0",1,-1,24.24,3,8,0,1,0,1,1,NA
"1",0,13,23.24,3,7,0,1,1,0,1,"0"
"0",5,-1,11.74,4,4,2,1,1,0,1,NA
"0",10,13,14.74,1,10,2,1,0,1,1,NA
"0",15,-1,11.24,3,2,0,1,0,1,2,NA
"0",3,-1,20.74,4,9,2,0,1,0,2,"0"
"0",3,-1,17.24,3,9,0,1,1,0,1,NA
"0",2,-1,15.74,3,5,0,1,1,0,1,NA
"0",0,-1,21,4,10,2,1,1,0,1,"0"
"1",1,13,14.74,4,4,0,1,0,1,1,NA
"1",1,-1,15.24,3,3,2,1,1,0,3,"0"
"1",0,-1,19.74,4,4,0,1,1,0,2,"0"
"0",14,-1,8.74,1,1,0,1,0,1,2,NA
"1",0,60,26.99,4,10,2,1,0,1,1,"0"
"0",1,-1,22.74,4,5,0,1,1,0,2,"0"
"1",0,44,14.74,3,4,0,1,1,0,3,"0"
"0",2,-1,17.74,2,10,0,1,1,0,1,NA
"0",1,13,15.74,2,6,2,1,1,0,1,"0"
"0",14,13,25.24,2,10,2,1,0,1,1,NA
"1",0,-1,11.74,4,2,1,1,1,0,3,"0"
"1",0,-1,26.99,3,8,0,1,1,0,2,"0"
"1",0,-1,24.24,2,10,2,1,0,1,1,NA
"1",0,-1,21.24,2,3,2,1,1,0,2,"0"
"0",6,13,14.74,4,4,0,0,0,1,1,NA
"0",14,-1,16.24,1,6,0,1,0,1,1,NA
"0",1,13,16.74,1,8,2,1,0,1,3,"0"
"0",4,-1,19.74,1,9,1,1,0,1,1,NA
"1",0,-1,14.24,2,5,2,0,1,0,1,NA
"1",5,-1,17.74,4,6,2,0,1,0,2,"0"
"1",0,-1,21.74,2,8,0,0,1,0,1,NA
"1",10,-1,24.24,2,10,2,0,1,0,1,NA
"0",0,-1,24.24,2,10,0,1,1,0,1,"0"
"0",1,13,17.74,1,6,1,1,0,1,1,NA
"1",0,-1,26.49,1,8,1,1,1,0,1,NA
"1",0,-1,24.24,3,8,2,1,1,0,2,"0"
"1",1,-1,24.24,3,9,0,1,1,0,1,"0"
"1",3,-1,13.74,4,3,2,1,0,1,2,NA
"1",0,-1,22.74,4,7,0,1,1,0,2,"0"
"1",0,-1,21.24,3,6,2,0,1,0,2,"0"
"0",2,-1,22.24,2,10,0,0,1,0,3,"0"
"0",6,-1,15.74,3,5,0,1,0,1,2,NA
"1",5,-1,26.24,3,10,0,1,0,1,2,NA
"1",5,13,21.24,2,6,2,1,0,1,2,NA
"0",6,-1,16.24,4,4,1,1,0,1,1,NA
"1",2,-1,25.24,3,9,2,1,0,1,3,NA
"1",0,13,22.24,1,10,2,1,1,0,2,"0"
"1",0,-1,16.24,4,2,0,1,1,0,3,"0"
"1",0,-1,16.74,3,5,0,1,1,0,2,"0"
"1",0,-1,9.74,3,1,1,1,1,0,1,NA
"0",0,-1,25.74,3,9,2,1,1,0,1,"0"
"1",7,-1,26.49,3,9,1,1,1,0,2,NA
"0",5,-1,25.49,3,6,2,1,1,0,1,NA
"0",5,13,20.74,2,4,0,1,0,1,1,NA
"1",2,60,26.24,2,3,0,1,0,1,1,"0"
"0",8,-1,18.74,3,5,0,1,0,1,1,NA
"0",1,-1,17.74,2,9,2,1,1,0,1,NA
"0",14,43,16.24,2,8,1,1,0,1,2,NA
"0",1,-1,20.24,3,6,0,1,0,1,2,NA
"0",0,12,18.24,2,6,0,1,0,1,1,NA
"1",0,-1,24.74,3,10,1,1,1,0,1,"0"
"1",0,44,19.74,4,7,0,1,1,0,2,"0"
"1",0,44,25.49,1,9,2,1,0,1,1,"0"
"0",12,13,20.24,3,3,1,1,1,0,3,NA
"0",32,43,26.24,2,9,2,1,0,1,1,NA
"0",12,13,25.24,3,10,2,1,0,1,1,NA
"0",0,-1,21.74,2,8,1,1,0,1,2,NA
"0",5,-1,13.24,3,4,1,0,1,0,2,NA
"0",22,-1,13.24,4,2,1,1,0,1,3,NA
"1",3,-1,17.74,1,10,0,1,1,0,2,NA
"1",1,13,10.74,2,5,1,1,0,1,3,NA
"0",1,-1,12.74,1,7,1,0,0,1,1,NA
"0",1,-1,14.74,1,5,2,1,1,0,1,NA
"0",3,-1,25.49,3,8,0,1,1,0,1,NA
"0",15,-1,24.74,4,8,2,1,0,1,1,NA
"0",5,13,23.24,3,5,2,1,0,1,1,NA
"0",10,13,9.74,1,2,2,1,0,1,1,NA
"0",11,-1,20.74,3,9,1,1,1,0,2,NA
"0",3,13,18.24,3,8,2,1,1,0,3,"0"
"1",0,-1,19.24,3,3,0,1,1,0,1,NA
"1",1,60,17.24,4,5,2,1,1,0,1,"0"
"1",2,60,26.24,3,10,2,1,1,0,3,"0"
"1",1,-1,21.74,4,8,1,1,0,1,1,NA
"1",3,-1,10.74,3,3,0,1,0,1,1,NA
"1",0,-1,21.24,3,6,0,1,0,1,1,NA
"1",0,60,21.74,3,10,1,1,1,0,1,"0"
"1",0,-1,23.74,4,8,0,1,1,0,2,"0"
"0",0,-1,15.74,2,3,1,0,0,1,1,NA
"0",0,-1,16.74,4,5,1,0,1,0,2,"0"
"0",1,-1,16.74,2,5,1,1,1,0,2,NA
"1",3,-1,26.49,3,10,1,1,1,0,1,"0"
"1",5,-1,23.24,3,8,0,1,1,0,1,NA
"0",1,-1,24.74,1,5,0,1,1,0,2,NA
"0",2,-1,26.49,4,10,1,1,1,0,3,"0"
"1",1,13,12.24,2,3,0,0,0,1,2,NA
"1",0,60,16.74,4,4,1,1,1,0,1,"0"
"1",0,-1,24.74,2,10,1,0,1,0,1,"0"
"0",5,-1,25.24,3,10,2,1,0,1,1,NA
"0",10,-1,11.24,4,3,0,1,1,0,1,NA
"0",8,13,13.74,2,3,2,1,0,1,1,NA
"0",1,13,8.74,2,1,1,1,0,1,1,NA
"0",0,13,12.24,3,5,2,1,0,1,1,NA
"0",4,13,24.24,3,8,2,1,0,1,2,NA
"0",12,-1,18.74,4,10,2,1,0,1,2,NA
"0",0,-1,10.24,1,3,0,0,1,0,1,NA
"0",4,-1,20.24,3,4,0,1,0,1,1,NA
"0",4,13,14.74,3,8,0,1,0,1,1,NA
"0",1,-1,11.24,3,2,0,1,0,1,1,NA
"1",0,13,24.24,2,8,2,1,0,1,1,"0"
"0",7,13,9.24,1,1,2,1,0,1,1,NA
"1",2,60,26.49,3,6,0,0,0,1,2,"0"
"0",1,-1,16.24,1,8,1,1,1,0,1,NA
"0",5,-1,16.74,4,8,1,1,0,1,1,NA
"1",3,-1,26.99,3,8,0,1,0,1,1,NA
"0",4,13,12.24,4,2,2,1,0,1,1,NA
"0",2,-1,9.24,4,1,2,1,0,1,1,NA
"0",0,-1,22.24,3,8,1,1,0,1,2,NA
"0",2,-1,21.74,3,8,1,1,1,0,3,"0"
"0",3,13,19.24,3,5,0,1,0,1,1,NA
"1",0,-1,24.74,3,9,1,0,0,1,1,NA
"0",4,43,11.24,2,2,1,1,1,0,2,"0"
"1",5,-1,24.74,4,10,1,1,0,1,1,NA
"0",0,-1,19.74,3,2,2,1,0,1,1,NA
"0",5,-1,26.49,3,10,2,1,0,1,3,NA
"1",1,43,14.74,2,3,2,1,0,1,1,"0"
"1",6,13,17.74,2,6,1,0,0,1,1,NA
"1",0,-1,16.74,3,5,0,1,0,1,1,NA
"1",6,43,24.24,4,8,2,0,0,1,1,"0"
"1",1,43,19.74,3,4,2,1,1,0,3,"0"
"0",2,-1,22.74,3,9,0,1,0,1,1,NA
"0",1,-1,25.49,2,8,0,0,1,0,1,NA
"1",1,43,11.24,3,3,2,1,1,0,1,"0"
"1",2,-1,10.74,1,2,2,1,1,0,2,NA
"1",1,12,26.99,4,8,1,1,1,0,3,"0"
"0",16,-1,4.99,2,1,1,1,0,1,2,NA
"1",1,13,26.99,4,9,1,1,1,0,1,"0"
"1",0,44,26.74,4,9,0,1,1,0,2,"0"
"0",10,13,26.99,2,9,1,1,0,1,3,NA
"1",0,13,20.74,3,9,1,0,1,0,3,"0"
"1",1,-1,24.24,4,4,0,1,1,0,1,"0"
"1",1,-1,25.74,3,10,2,0,0,1,1,NA
"1",2,-1,19.24,3,6,1,1,0,1,1,NA
"0",0,-1,21.74,2,8,2,1,1,0,1,"0"
"0",8,-1,26.24,1,10,1,0,0,1,1,NA
"0",1,-1,16.74,4,5,0,1,1,0,1,NA
"1",1,-1,21.24,2,8,2,1,1,0,1,"0"
"0",4,-1,13.24,3,3,2,1,1,0,2,NA
"0",1,-1,19.24,2,6,2,1,1,0,1,NA
"1",1,13,25.24,4,10,1,1,0,1,2,"0"
"0",1,-1,13.24,3,2,0,0,1,0,1,NA
"0",10,-1,26.49,3,9,0,1,0,1,2,NA
"1",6,13,12.24,1,6,2,1,1,0,2,NA
"0",2,-1,19.24,3,5,1,1,1,0,1,NA
"1",0,-1,18.74,2,10,2,1,1,0,1,"0"
"1",2,60,20.74,1,9,2,0,1,0,1,"0"
"0",8,-1,14.24,3,3,2,1,1,0,1,NA
"1",0,-1,21.74,3,7,1,1,1,0,2,"0"
"0",1,44,24.74,1,7,1,1,1,0,1,"0"
"0",5,-1,23.74,2,10,2,1,1,0,1,NA
"0",0,-1,26.74,3,9,0,1,1,0,1,"0"
"1",0,13,22.74,2,10,0,1,1,0,1,"0"
"0",1,-1,11.24,3,2,0,1,1,0,2,NA
"0",5,43,26.99,4,9,1,1,0,1,3,"0"
"1",0,43,22.24,1,5,0,1,1,0,3,"0"
"0",1,13,10.74,2,4,0,0,1,0,1,"0"
"1",1,60,17.74,1,9,2,1,1,0,3,"0"
"1",0,-1,22.74,1,8,2,1,1,0,1,"0"
"1",1,-1,20.24,4,3,2,1,1,0,1,"0"
"1",1,43,24.24,1,10,2,1,1,0,2,"0"
"1",7,13,24.24,1,10,0,1,1,0,1,NA
"0",3,13,26.24,2,10,1,1,0,1,1,NA
"0",3,-1,21.74,4,10,1,1,0,1,1,NA
"1",5,-1,18.24,3,6,2,1,1,0,1,NA
"0",1,-1,24.24,4,8,0,1,1,0,2,"0"
"1",0,-1,25.24,4,10,1,1,1,0,1,"0"
"1",2,13,14.74,2,2,2,1,1,0,1,"0"
"0",2,-1,26.99,4,8,2,0,1,0,2,"0"
"0",1,-1,24.24,3,10,1,0,1,0,1,"0"
"0",4,-1,9.24,1,1,2,1,1,0,2,NA
"0",6,-1,18.74,3,8,2,1,0,1,1,NA
"1",6,13,11.24,3,2,0,1,0,1,2,NA
"0",6,-1,16.74,2,5,1,1,0,1,1,NA
"1",23,-1,26.99,3,7,2,1,0,1,3,NA
"0",1,-1,19.74,3,8,2,0,1,0,1,"0"
"0",7,-1,16.74,4,4,0,1,0,1,2,NA
"0",2,13,21.24,4,8,1,1,1,0,1,"0"
"0",4,-1,25.49,1,9,1,1,0,1,1,NA
"0",4,-1,26.49,1,8,0,1,0,1,1,NA
"1",15,60,24.24,3,7,2,1,0,1,1,"0"
"0",6,13,24.74,3,10,2,1,0,1,2,NA
"0",1,-1,14.74,3,3,2,1,1,0,2,"0"
"0",3,-1,26.49,2,10,2,0,1,0,1,"0"
"1",1,-1,12.24,3,3,0,1,0,1,1,NA
"1",3,-1,22.24,4,10,1,1,1,0,2,"0"
"1",2,-1,16.74,4,5,0,1,1,0,1,NA
"1",0,-1,24.24,1,9,1,0,1,0,2,"0"
"0",4,13,23.24,1,10,2,1,0,1,1,NA
"1",1,-1,20.74,4,8,0,1,1,0,2,"0"
"0",5,13,9.24,3,1,0,1,0,1,1,NA
"1",0,60,26.24,4,10,2,1,0,1,2,"0"
"1",0,-1,25.24,3,10,0,1,1,0,1,"0"
"1",1,-1,16.74,2,5,0,1,0,1,3,NA
"0",2,-1,25.49,3,10,2,1,1,0,2,"0"
"1",2,-1,26.74,4,7,1,1,0,1,2,NA
"0",4,-1,24.24,3,8,0,0,1,0,2,NA
"0",0,-1,14.74,3,3,1,1,1,0,2,"0"
"0",0,-1,10.24,1,2,1,0,0,1,1,NA
"1",0,-1,25.49,4,10,1,1,0,1,3,"0"
"1",0,-1,13.74,4,4,0,1,1,0,3,"0"
"0",4,13,21.74,4,4,1,1,0,1,3,"0"
"0",7,13,24.24,3,10,1,1,0,1,2,NA
"0",1,-1,13.74,2,3,0,1,1,0,2,NA
"1",0,-1,4.99,1,3,2,1,1,0,3,NA
"0",1,-1,25.49,2,8,2,1,0,1,1,NA
"1",4,-1,21.74,3,7,1,0,0,1,1,NA
"0",4,13,26.24,4,9,1,1,0,1,3,"0"
"1",0,-1,24.74,4,7,2,1,0,1,1,NA
"1",0,-1,15.24,4,3,2,1,1,0,1,"0"
"0",1,-1,26.24,4,9,0,1,1,0,2,"0"
"1",0,13,18.74,1,10,2,1,0,1,2,"0"
"1",1,-1,24.74,2,10,2,0,1,0,1,"0"
"1",2,13,26.99,3,9,1,1,1,0,3,"0"
"0",5,-1,26.49,4,9,2,1,0,1,1,NA
"0",1,13,12.74,2,2,0,1,1,0,2,"0"
"1",0,13,22.74,3,9,2,1,0,1,2,"0"
"1",0,60,11.24,2,2,2,1,1,0,2,"0"
"1",1,-1,25.24,4,10,1,0,1,0,2,"0"
"1",1,13,18.24,2,6,2,0,0,1,1,NA
"0",2,-1,24.74,3,9,1,1,1,0,1,"0"
"0",0,-1,25.49,4,10,0,1,1,0,1,"0"
"1",2,13,19.24,1,6,0,0,0,1,1,NA
"0",2,-1,17.74,4,5,0,1,0,1,2,NA
"0",5,-1,26.99,3,8,0,0,1,0,1,NA
"0",1,-1,23.24,3,5,0,1,0,1,1,NA
"1",0,44,20.74,2,6,2,0,1,0,1,"0"
"1",1,-1,22.24,3,10,2,1,1,0,1,"0"
"1",0,-1,22.74,2,9,2,1,1,0,3,"0"
"0",0,-1,10.74,4,2,2,1,1,0,2,"0"
"0",1,-1,16.74,3,9,2,1,1,0,2,"0"
"1",6,13,22.74,1,9,2,1,0,1,3,NA
"0",3,-1,21.74,3,10,1,1,1,0,1,NA
"0",2,44,10.74,1,2,0,1,1,0,1,"0"
"1",0,60,19.74,4,3,1,1,1,0,1,"0"
"1",0,43,24.74,4,8,2,1,1,0,1,"0"
"0",3,13,26.24,2,10,0,1,1,0,1,"0"
"0",3,-1,23.74,3,10,1,0,0,1,1,NA
"1",4,13,17.24,1,9,0,0,0,1,2,NA
"0",1,12,16.74,3,2,1,0,0,1,3,"0"
"0",1,-1,26.99,3,5,0,1,0,1,1,NA
"1",2,44,21.24,4,4,0,1,1,0,1,"0"
"0",0,-1,15.74,4,4,0,1,0,1,1,NA
"1",2,-1,9.24,2,1,0,1,1,0,1,NA
"0",2,-1,25.24,2,10,2,1,0,1,1,NA
"0",3,12,24.24,3,9,1,1,0,1,1,NA
"0",0,-1,18.74,3,9,0,0,1,0,2,"0"
"0",2,-1,14.24,4,3,2,1,1,0,2,"0"
"0",6,-1,16.74,3,5,0,0,1,0,3,NA
"1",0,-1,25.49,2,8,0,1,1,0,2,"0"
"0",2,-1,18.74,2,9,0,1,0,1,3,NA
"1",0,44,9.24,4,1,0,1,1,0,3,"0"
"1",0,60,16.74,2,6,2,1,1,0,2,"0"
"0",2,-1,24.24,2,10,1,0,0,1,1,NA
"1",0,-1,24.74,2,10,2,1,1,0,1,"0"
"0",0,-1,20.74,2,8,2,1,1,0,2,"0"
"1",0,-1,21.74,1,10,2,1,1,0,1,"0"
"1",0,-1,24.24,3,10,2,1,1,0,1,"0"
"0",1,-1,17.24,1,5,2,0,1,0,1,NA
"0",1,-1,22.24,2,10,2,1,1,0,1,"0"
"1",2,44,19.24,3,7,1,0,0,1,2,"0"
"0",6,-1,17.24,2,5,0,1,1,0,2,NA
"1",2,-1,24.74,3,8,0,1,0,1,2,NA
"1",1,-1,25.24,3,10,0,1,0,1,1,NA
"0",4,-1,25.24,3,10,1,1,1,0,1,NA
"1",1,13,14.24,3,3,2,0,0,1,1,NA
"0",1,-1,24.74,4,10,2,1,1,0,2,"0"
"0",10,-1,26.49,3,10,2,1,0,1,1,NA
"0",1,-1,25.24,2,10,2,1,1,0,1,"0"
"0",2,-1,11.74,4,2,1,1,1,0,2,NA
"0",5,43,21.24,2,8,2,1,0,1,1,"0"
"0",2,13,16.74,2,5,2,1,0,1,1,NA
"1",0,-1,11.24,3,5,1,1,1,0,1,NA
"1",8,60,10.74,1,3,2,1,0,1,1,"0"
"1",6,-1,26.24,3,10,1,1,0,1,1,NA
"1",1,-1,26.49,1,6,0,1,1,0,1,NA
"1",3,-1,16.74,4,5,0,1,1,0,2,NA
"0",10,13,23.24,3,8,1,1,0,1,1,NA
"1",1,-1,23.24,1,10,2,1,0,1,1,NA
"0",1,13,24.74,4,10,2,1,1,0,3,"0"
"0",5,-1,16.74,3,7,0,1,0,1,2,NA
"1",0,13,24.24,3,10,2,1,1,0,3,"0"
"0",7,-1,23.24,2,9,0,0,0,1,1,NA
"1",2,13,24.74,3,10,0,1,0,1,3,"0"
"1",0,-1,20.24,4,4,0,0,1,0,1,"0"
"0",1,13,17.74,3,9,1,1,0,1,2,"0"
"1",0,44,18.74,3,9,2,0,0,1,1,"0"
"1",10,-1,21,3,4,2,1,1,0,2,NA
"1",0,44,19.74,1,2,0,1,1,0,3,"0"
"0",7,-1,9.74,3,2,0,1,1,0,3,NA
"1",1,-1,16.24,2,5,1,1,1,0,1,NA
"1",4,13,26.49,4,9,1,1,1,0,3,"0"
"0",4,13,11.24,3,2,0,1,0,1,2,NA
"0",0,-1,4.99,4,3,1,1,1,0,2,"0"
"0",0,-1,4.99,3,3,0,0,1,0,1,NA
"1",1,-1,14.74,1,6,1,1,0,1,1,NA
"1",0,-1,25.74,4,4,0,0,1,0,2,"0"
"1",1,-1,10.74,1,2,1,1,1,0,1,NA
"0",1,-1,20.24,3,9,2,1,1,0,1,"0"
"0",0,-1,23.24,2,10,1,1,0,1,1,NA
"0",1,-1,17.24,2,4,2,0,1,0,3,"0"
"1",1,-1,19.24,3,5,0,1,1,0,1,NA
"0",3,-1,20.74,2,6,0,1,0,1,1,NA
"1",1,43,23.74,2,10,2,1,0,1,3,"0"
"1",0,13,24.24,3,8,2,1,0,1,1,"0"
"1",0,-1,23.24,3,9,2,1,1,0,1,"0"
"1",4,12,24.74,3,9,2,1,1,0,2,"0"
"1",4,-1,10.74,3,2,1,0,0,1,2,NA
"0",5,-1,22.74,4,9,1,1,1,0,2,"0"
"1",9,-1,15.24,4,3,1,1,1,0,2,NA
"1",8,13,11.74,1,3,2,1,1,0,3,NA
"0",5,-1,25.49,1,9,2,1,0,1,1,NA
"1",1,43,23.24,4,9,0,1,0,1,1,"0"
"1",0,-1,12.24,1,6,1,1,1,0,2,NA
"1",0,-1,26.49,1,6,2,1,1,0,1,"0"
"1",3,-1,15.24,3,3,2,1,0,1,3,NA
"1",5,-1,15.74,2,6,2,1,0,1,2,NA
"0",4,-1,14.74,1,7,2,1,0,1,1,NA
"1",8,-1,21.74,4,5,0,0,0,1,1,NA
"0",2,-1,18.74,1,8,1,1,0,1,1,NA
"0",2,12,24.24,2,7,1,1,0,1,2,NA
"1",5,12,24.24,3,10,1,0,0,1,3,"0"
"1",1,-1,21.24,2,8,2,0,1,0,1,"0"
"0",1,-1,14.24,3,5,1,1,1,0,1,NA
"0",3,-1,25.24,4,10,2,1,0,1,2,NA
"1",0,-1,25.24,3,10,2,1,1,0,2,"0"
"0",1,13,23.74,3,10,0,1,1,0,2,"0"
"0",0,-1,18.74,1,3,0,1,0,1,1,NA
"1",3,12,15.74,3,4,0,1,0,1,2,NA
"0",1,-1,25.24,3,10,0,1,0,1,1,NA
"0",1,-1,11.74,1,6,2,0,0,1,1,NA
"1",4,43,16.74,4,5,1,1,0,1,1,"0"
"0",5,-1,4.99,3,3,0,1,1,0,2,NA
"0",0,-1,9.24,1,1,0,1,0,1,3,NA
"0",2,-1,9.74,1,1,2,0,0,1,3,NA
"0",1,-1,11.24,3,4,1,0,0,1,1,NA
